lr-AdamW,step,valid/recon/sess0,valid/loss,valid/recon,valid/bps,valid/co_bps,valid/fp_bps,valid/r2,valid/wt_l2,valid/wt_l2/ramp,valid/wt_kl,valid/wt_kl/ic,valid/wt_kl/co,valid/wt_kl/ramp,valid/recon_smth,hp_metric,cur_epoch,hp/lr_init,hp/dropout_rate,hp/l2_ic_enc_scale,hp/l2_ci_enc_scale,hp/l2_gen_scale,hp/l2_con_scale,hp/kl_co_scale,hp/kl_ic_scale,hp/weight_decay,hp/cd_rate,epoch,train/recon/sess0,train/loss,train/recon,train/bps,train/co_bps,train/fp_bps,train/r2,train/wt_l2,train/wt_l2/ramp,train/wt_kl,train/wt_kl/ic,train/wt_kl/co,train/wt_kl/ramp
,41,0.3322727084159851,3323.667724609375,0.3322727084159851,-0.11302253603935242,nan,nan,nan,0.0,0.17283950746059418,0.0005441965768113732,2.268730713694822e-05,0.0005215092678554356,0.17283950746059418,0.3341860771179199,0.3322727084159851,13.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,13,,,,,,,,,,,,,
,41,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0.3819347321987152,3820.19580078125,0.3819347321987152,-0.3565061092376709,nan,nan,nan,0.0,0.17283950746059418,0.0004909633425995708,2.2724094378645532e-05,0.00046823930460959673,0.17283950746059418
0.004,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44,0.3332992494106293,3333.780517578125,0.3332992494106293,-0.1283433586359024,nan,nan,nan,0.0,0.18518517911434174,0.0004255789390299469,2.4882574507500976e-05,0.0004006963863503188,0.18518517911434174,0.33356529474258423,0.3332992494106293,14.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,14,,,,,,,,,,,,,
,44,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.3766725957393646,3767.6025390625,0.3766725957393646,-0.26944491267204285,nan,nan,nan,0.0,0.18518516421318054,0.00047315392293967307,2.3846745534683578e-05,0.00044930714648216963,0.18518516421318054
0.004,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,47,0.3322981894016266,3324.210693359375,0.3322981894016266,-0.1134028434753418,nan,nan,nan,0.0,0.1975308656692505,0.0006221152725629508,2.678592863958329e-05,0.0005953293293714523,0.1975308656692505,0.33267831802368164,0.3322981894016266,15.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,15,,,,,,,,,,,,,
,47,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0.36866623163223267,3687.627197265625,0.36866623163223267,-0.21812745928764343,nan,nan,nan,0.0,0.1975308656692505,0.0004884849186055362,2.7461646823212504e-05,0.00046102324267849326,0.1975308656692505
0.004,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,50,0.33754125237464905,3376.535888671875,0.33754125237464905,-0.1916530877351761,nan,nan,nan,0.0,0.20987653732299805,0.0005350205465219915,2.6635336325853132e-05,0.0005083851865492761,0.20987653732299805,0.3360823690891266,0.33754125237464905,16.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,16,,,,,,,,,,,,,
,50,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.3780364990234375,3781.443603515625,0.3780364990234375,-0.29828107357025146,nan,nan,nan,0.0,0.20987653732299805,0.0005139144486747682,2.8968426704523154e-05,0.0004849459801334888,0.20987653732299805
0.004,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,53,0.3303315043449402,3305.004150390625,0.3303315043449402,-0.08405127376317978,nan,nan,nan,0.0,0.2222222238779068,0.0007602034020237625,2.5489245672360994e-05,0.0007347140926867723,0.2222222238779068,0.33205676078796387,0.3303315043449402,17.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,17,,,,,,,,,,,,,
,53,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.37166059017181396,3717.9765625,0.37166059017181396,-0.19959275424480438,nan,nan,nan,0.0,0.2222222238779068,0.0006167577230371535,2.8966482204850763e-05,0.0005877912044525146,0.2222222238779068
0.004,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,56,0.34261271357536316,3427.983642578125,0.34261271357536316,-0.26734140515327454,nan,nan,nan,0.0,0.23456789553165436,0.0007915368769317865,2.347279769310262e-05,0.0007680640555918217,0.23456789553165436,0.33944594860076904,0.34261271357536316,18.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,18,,,,,,,,,,,,,
,56,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0.3775099217891693,3776.893310546875,0.3775099217891693,-0.32160669565200806,nan,nan,nan,0.0,0.23456791043281555,0.0007649409817531705,2.7982045139651746e-05,0.0007369588711299002,0.23456791043281555
0.004,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,59,0.352082222700119,3522.272705078125,0.352082222700119,-0.4086683690547943,nan,nan,nan,0.0,0.2469135969877243,0.000587481539696455,2.1909252609475516e-05,0.0005655722925439477,0.2469135969877243,0.3482913374900818,0.352082222700119,19.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,19,,,,,,,,,,,,,
,59,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.3817193806171417,3818.868408203125,0.3817193806171417,-0.3449002504348755,nan,nan,nan,0.0,0.2469135969877243,0.0006782881100662053,2.481659612385556e-05,0.0006534715066663921,0.2469135969877243
0.004,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62,0.35460296273231506,3547.248046875,0.35460296273231506,-0.44628915190696716,nan,nan,nan,0.0,0.25925925374031067,0.000469946680823341,2.048059286607895e-05,0.00044946614070795476,0.25925925374031067,0.35270947217941284,0.35460296273231506,20.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,20,,,,,,,,,,,,,
,62,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0.40263205766677856,4027.721435546875,0.40263205766677856,-0.606147050857544,nan,nan,nan,0.0,0.25925928354263306,0.000540312728844583,2.239076820842456e-05,0.0005179219297133386,0.25925928354263306
0.004,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,65,0.33424389362335205,3343.285888671875,0.33424389362335205,-0.14244167506694794,nan,nan,nan,0.0,0.2716049253940582,0.00031185284024104476,2.0036735804751515e-05,0.00029181610443629324,0.2716049253940582,0.33978354930877686,0.33424389362335205,21.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,21,,,,,,,,,,,,,
,65,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0.3757065236568451,3758.12158203125,0.3757065236568451,-0.26551201939582825,nan,nan,nan,0.0,0.2716049253940582,0.00038901553489267826,2.1593239580397494e-05,0.0003674222680274397,0.2716049253940582
0.004,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,68,0.33069372177124023,3307.815673828125,0.33069372177124023,-0.08945717662572861,nan,nan,nan,0.0,0.2839506268501282,0.0003094053827226162,2.0033416149090044e-05,0.00028937196475453675,0.2839506268501282,0.33342066407203674,0.33069372177124023,22.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,22,,,,,,,,,,,,,
,68,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0.3644438683986664,3645.255126953125,0.3644438683986664,-0.12971265614032745,nan,nan,nan,0.0,0.2839506268501282,0.0002876372600439936,2.0396450054249726e-05,0.00026724080089479685,0.2839506268501282
0.004,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,71,0.3331744372844696,3332.3251953125,0.3331744372844696,-0.12648054957389832,nan,nan,nan,0.0,0.29629629850387573,0.00019608477305155247,1.9744767996598966e-05,0.00017633999232202768,0.29629629850387573,0.3332483172416687,0.3331744372844696,23.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,23,,,,,,,,,,,,,
,71,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0.3731697201728821,3732.4248046875,0.3731697201728821,-0.253962904214859,nan,nan,nan,0.0,0.29629629850387573,0.0002456388610880822,2.0811623471672647e-05,0.00022482722124550492,0.29629629850387573
0.004,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,74,0.3267116844654083,3267.977294921875,0.3267116844654083,-0.03002755343914032,nan,nan,nan,0.0,0.3086419701576233,0.0002787866978906095,1.9834300474030897e-05,0.000258952408330515,0.3086419701576233,0.3286726772785187,0.3267116844654083,24.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,24,,,,,,,,,,,,,
,74,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.365161269903183,3652.380126953125,0.365161269903183,-0.13683049380779266,nan,nan,nan,0.0,0.3086419701576233,0.00024870620109140873,2.0387078620842658e-05,0.00022831911337561905,0.3086419701576233
0.004,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,77,0.32863032817840576,3287.216064453125,0.32863032817840576,-0.05866216495633125,nan,nan,nan,0.0,0.32098764181137085,0.0002844070259016007,1.9912495190510526e-05,0.000264494534349069,0.32098764181137085,0.3286430239677429,0.32863032817840576,25.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,25,,,,,,,,,,,,,
,77,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0.3633466958999634,3634.48095703125,0.3633466958999634,-0.10430122911930084,nan,nan,nan,0.0,0.32098764181137085,0.0003158360777888447,2.082773244183045e-05,0.0002950083580799401,0.32098764181137085
0.004,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,80,0.3319108188152313,3320.227294921875,0.3319108188152313,-0.1076219454407692,nan,nan,nan,0.0,0.3333333432674408,0.0003357639943715185,1.9805023839580826e-05,0.0003159589832648635,0.3333333432674408,0.3309304714202881,0.3319108188152313,26.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,26,,,,,,,,,,,,,
,80,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0.36251169443130493,3626.328857421875,0.36251169443130493,-0.0939178466796875,nan,nan,nan,0.0,0.3333333432674408,0.0003635640605352819,2.117645817634184e-05,0.00034238758962601423,0.3333333432674408
0.004,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,83,0.3347418010234833,3348.321533203125,0.3347418010234833,-0.14987246692180634,nan,nan,nan,0.0,0.34567901492118835,0.0002614322875160724,1.901632822409738e-05,0.0002424159465590492,0.34567901492118835,0.33359840512275696,0.3347418010234833,27.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,27,,,,,,,,,,,,,
,83,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0.3696134686470032,3697.2568359375,0.3696134686470032,-0.1848355233669281,nan,nan,nan,0.0,0.34567901492118835,0.0003246730484534055,1.9839028027490713e-05,0.0003048340149689466,0.34567901492118835
0.004,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,86,0.3347069025039673,3347.819091796875,0.3347069025039673,-0.14935171604156494,nan,nan,nan,0.0,0.3580246865749359,0.0002094145311275497,1.9129220163449645e-05,0.00019028531096410006,0.3580246865749359,0.3343743681907654,0.3347069025039673,28.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,28,,,,,,,,,,,,,
,86,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0.3708833158016205,3709.8173828125,0.3708833158016205,-0.21881914138793945,nan,nan,nan,0.0,0.3580246865749359,0.0002749607083387673,1.990173404919915e-05,0.0002550589560996741,0.3580246865749359
0.004,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,89,0.3535512387752533,3536.228271484375,0.3535512387752533,-0.4305921792984009,nan,nan,nan,0.0,0.37037035822868347,0.0001933686580741778,1.9346789486007765e-05,0.00017402187222614884,0.37037035822868347,0.3477981686592102,0.3535512387752533,29.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,29,,,,,,,,,,,,,
,89,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0.3752044439315796,3753.00439453125,0.3752044439315796,-0.26279985904693604,nan,nan,nan,0.0,0.3703703284263611,0.0002589721989352256,1.993787918763701e-05,0.00023903434339445084,0.3703703284263611
0.004,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92,0.34798482060432434,3480.561279296875,0.34798482060432434,-0.34751710295677185,nan,nan,nan,0.0,0.3827160596847534,0.00018630072008818388,1.9470862753223628e-05,0.00016682985005900264,0.3827160596847534,0.34792882204055786,0.34798482060432434,30.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,30,,,,,,,,,,,,,
,92,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0.39138996601104736,3914.71923828125,0.39138996601104736,-0.4645666480064392,nan,nan,nan,0.0,0.3827160596847534,0.0002141920558642596,1.9993602109025232e-05,0.00019419845193624496,0.3827160596847534
0.004,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,0.3463285267353058,3464.211181640625,0.3463285267353058,-0.3227979242801666,nan,nan,nan,0.0,0.395061731338501,0.0002343530795769766,1.9366114429431036e-05,0.0002149869833374396,0.395061731338501,0.34680861234664917,0.3463285267353058,31.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,31,,,,,,,,,,,,,
,95,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0.36553236842155457,3656.299072265625,0.36553236842155457,-0.131259948015213,nan,nan,nan,0.0,0.395061731338501,0.00024690714781172574,1.9853145204251632e-05,0.00022705401352141052,0.395061731338501
0.004,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,0.3440471589565277,3441.609619140625,0.3440471589565277,-0.28874942660331726,nan,nan,nan,0.0,0.40740740299224854,0.00027944715111516416,1.9294917365186848e-05,0.00026015224284492433,0.40740740299224854,0.34487560391426086,0.3440471589565277,32.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,32,,,,,,,,,,,,,
,98,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0.36933633685112,3694.392822265625,0.36933633685112,-0.17605695128440857,nan,nan,nan,0.0,0.40740740299224854,0.00025271179038099945,2.0236135242157616e-05,0.0002324756351299584,0.40740740299224854
0.004,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,101,0.3289700448513031,3291.569091796875,0.3289700448513031,-0.06373216956853867,nan,nan,nan,0.0,0.4197530746459961,0.00044519288348965347,1.962723399628885e-05,0.0004255656385794282,0.4197530746459961,0.3337417244911194,0.3289700448513031,33.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,33,,,,,,,,,,,,,
,101,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0.36632272601127625,3664.568115234375,0.36632272601127625,-0.1375703513622284,nan,nan,nan,0.0,0.4197530746459961,0.000319485436193645,2.0103654605918564e-05,0.000299381761578843,0.4197530746459961
0.004,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
